,TimeStamp,VMID,MinCPU,MaxCPU,AvgCPU,subscriptionid,vmcreated,vmdeleted,lifetime,time_relative_seconds,lifetime_seconds,MaxCPU_so_far
70,21000,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.4688435,6.5019283,3.88599,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,21000.0,1729500,61.77645
71,21300,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.5699022,5.834794,3.7946453,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,21300.0,1729500,61.77645
72,21600,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.1254714,8.993222,5.495095,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,21600.0,1729500,61.77645
73,21900,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.9438515,4.501176,3.5488956,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,21900.0,1729500,61.77645
74,22200,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.948833,76.60867,17.3267,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,22200.0,1729500,76.60867
75,22500,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.6658924,4.676705,3.6349564,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,22500.0,1729500,76.60867
76,22800,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.5279012,6.994941,3.9310327,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,22800.0,1729500,76.60867
77,23100,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.5617826,4.773019,3.694854,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,23100.0,1729500,76.60867
78,23400,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.7038722,7.5264316,3.9724305,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,23400.0,1729500,76.60867
79,23700,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.592802,7.1714973,3.8839107,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,23700.0,1729500,76.60867
80,24000,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.0949814,7.494513,4.068411,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,24000.0,1729500,76.60867
81,24300,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.485128,4.3387923,3.626124,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,24300.0,1729500,76.60867
82,24600,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.7611077,6.694678,3.8019955,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,24600.0,1729500,76.60867
83,24900,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.6977088,4.886646,3.7005465,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,24900.0,1729500,76.60867
84,25200,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.856061,22.99714,6.0827174,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,25200.0,1729500,76.60867
85,25500,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.320213,7.7920303,4.3811374,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,25500.0,1729500,76.60867
86,25800,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.547087,5.5962744,4.020535,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,25800.0,1729500,76.60867
87,26100,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.431826,21.838287,5.1294465,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,26100.0,1729500,76.60867
88,26400,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.40146,5.354208,3.8232865,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,26400.0,1729500,76.60867
89,26700,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.778855,4.9047666,3.6576502,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,26700.0,1729500,76.60867
90,27000,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.3912377,5.976261,3.8809168,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,27000.0,1729500,76.60867
91,27300,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.468567,6.0873957,3.7862334,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,27300.0,1729500,76.60867
92,27600,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.3795002,5.022858,3.8797038,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,27600.0,1729500,76.60867
93,27900,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.4609475,5.250394,3.6772897,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,27900.0,1729500,76.60867
94,28200,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.5923278,5.7424326,3.8332114,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,28200.0,1729500,76.60867
95,28500,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.0563207,4.583312,3.7503698,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,28500.0,1729500,76.60867
96,28800,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.73546,5.8884335,4.030131,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,28800.0,1729500,76.60867
97,29100,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.000579,8.801247,4.75772,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,29100.0,1729500,76.60867
98,29400,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.8182058,6.2418,4.0709643,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,29400.0,1729500,76.60867
99,29700,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.7058632,4.640535,3.5817044,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,29700.0,1729500,76.60867
100,30000,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.9144213,5.3674793,3.9156644,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,30000.0,1729500,76.60867
101,30300,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.6150382,4.272894,3.6245081,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,30300.0,1729500,76.60867
102,30600,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.57362,5.467276,3.9393315,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,30600.0,1729500,76.60867
103,30900,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.5954456,6.5775185,3.8100164,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,30900.0,1729500,76.60867
104,31200,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.9332807,5.7476,3.998232,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,31200.0,1729500,76.60867
105,31500,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.5856533,4.377859,3.5744462,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,31500.0,1729500,76.60867
106,31800,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.8351245,4.9281254,3.7441933,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,31800.0,1729500,76.60867
107,32100,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.2007957,4.8188844,3.7285204,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,32100.0,1729500,76.60867
108,32400,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.0494447,5.656882,3.988519,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,32400.0,1729500,76.60867
109,32700,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.8326225,27.10123,6.9775662,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,32700.0,1729500,76.60867
110,33000,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.6906142,5.7427945,3.9625654,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,33000.0,1729500,76.60867
111,33300,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.916348,4.651121,3.548362,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,33300.0,1729500,76.60867
112,33600,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.795387,5.2041855,3.8480322,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,33600.0,1729500,76.60867
113,33900,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.5056548,4.4726305,3.5601542,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,33900.0,1729500,76.60867
114,34200,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.668098,5.726495,3.7794447,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,34200.0,1729500,76.60867
115,34500,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.7440317,5.6860895,3.7158947,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,34500.0,1729500,76.60867
116,34800,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.7516525,5.7109413,3.8242004,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,34800.0,1729500,76.60867
117,35100,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.3796825,4.1515613,3.5376637,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,35100.0,1729500,76.60867
118,35400,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.535464,5.545051,3.927254,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,35400.0,1729500,76.60867
119,35700,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.9145832,4.303756,3.5903144,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,35700.0,1729500,76.60867
120,36000,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.8797307,5.5205665,3.8479817,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,36000.0,1729500,76.60867
121,36300,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.8954537,8.3662615,4.1492414,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,36300.0,1729500,76.60867
122,36600,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.8372066,43.176357,7.7556615,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,36600.0,1729500,76.60867
123,36900,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.4685564,74.87414,18.455997,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,36900.0,1729500,76.60867
124,37200,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.1965387,6.7584543,4.4386067,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,37200.0,1729500,76.60867
125,37500,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.0177402,5.305741,3.8083014,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,37500.0,1729500,76.60867
126,37800,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.2019577,5.7717304,4.2114577,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,37800.0,1729500,76.60867
127,38100,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.0626462,6.9118814,4.141568,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,38100.0,1729500,76.60867
128,38400,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.4815903,11.974349,7.6721597,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,38400.0,1729500,76.60867
129,38700,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,3.2264633,5.043569,4.177693,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,38700.0,1729500,76.60867
130,39000,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.9421816,5.901835,4.3026557,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,39000.0,1729500,76.60867
131,39300,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.6081946,5.360632,3.8061013,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,39300.0,1729500,76.60867
132,39600,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.8111026,24.531733,5.662125,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,39600.0,1729500,76.60867
133,39900,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.4615839,4.5189047,3.5453064,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,39900.0,1729500,76.60867
134,40200,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.712506,8.79288,5.014695,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,40200.0,1729500,76.60867
135,40500,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.4623742,4.5404634,3.5270803,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,40500.0,1729500,76.60867
136,40800,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.6697452,5.4364347,3.8420691,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,40800.0,1729500,76.60867
137,41100,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.398828,4.978647,3.4985101,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,41100.0,1729500,76.60867
138,41400,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.5664024,5.7798996,3.6695154,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,41400.0,1729500,76.60867
139,41700,QdbZeJFmsJ3euIQ4lwW63NwFEP+QIirT4QbI0jEGr4dpkOet8p3iQSHAEm1gKWnR,2.5460787,5.8339024,3.7534,V0AP5z7oYKG/61mTS4S5joIMjTvhUv2z3WcosKIGSDxEbQw3fKkeb7MScY65MH/m,0,1729500,480.4166666666667,41700.0,1729500,76.60867
